"";0.0;1.59
"dis";1.59;2.01
"";2.01;2.04
"divan";2.04;2.5259901776359017
"trois";2.5259901776359017;2.8786957301342384
"fois";2.8786957301342384;3.335906631520971
"";3.335906631520971;3.784853
