"";0.0;0.8962571077340035
"dis";0.8962571077340035;1.24
"";1.24;1.36
"pas";1.36;1.53
"ceux";1.53;1.9203293817921994
"trois";1.9203293817921994;2.35
"fois";2.35;2.74
"";2.74;3.239184
