"";0.0;1.1757736222041542
"dis";1.1757736222041542;1.44
"cache";1.44;1.82
"cache";1.82;2.21
"trois";2.21;2.44
"fois";2.44;2.8050550998989823
"";2.8050550998989823;3.053424
